,open,high,low,close,volume,trade_count,vwap,sma5,sma10,sma20,sma50,sma100,sma200,ema13,ema485,std,lower20,upper20,rsi,macd_delta,stochastic_delta,plus_di,minus_di,adx_smooth,kijun_sen,tenkan_sen,senkou_span_a,senkou_span_b,obv
2021-01-15,1185.2,1239.0,1077.7,1160.0,21650.605,363.0,1225.9612474155,1141.34,1157.3719999999998,1020.5604999999999,769.013,601.9404,0.0,1100.8284188614011,841.7952849055746,196.72385169254414,627.1127966149116,1414.008203385088,63.72311204142148,-3.1309211039223968,2.691311344655986,18.845990100487846,9.850279997074548,40.19593998503472,962.69,1144.64,1053.665,930.1200000000001,69765.30799999999
2021-01-16,1167.0,1290.0,1167.0,1218.4,17672.613,298.0,1225.5587977737,1174.72,1163.0120000000002,1045.2455,782.19,610.1291,0.0,1114.2957875965346,856.0984575382938,185.79815718878942,673.6491856224211,1416.8418143775789,62.11092970159234,-3.8293777522068595,-4.769117159707406,19.011922317757573,9.95340275705131,39.56354115852206,962.69,1144.64,1053.665,936.44,52092.69499999999
2021-01-17,1211.1,1267.8,1166.6,1195.1,33994.802,576.0,1260.3450849133,1217.1,1176.932,1074.929,796.9122,619.6525,0.0,1144.1392465133058,875.0070648552415,180.33015942709113,714.2686811458178,1435.5893188541822,67.04708596570046,-0.8983971245851876,13.783794570883956,21.832610425677395,9.69285977971873,39.008295866025655,972.5250000000001,1144.64,1058.5825,948.565,86087.497
2021-01-18,1203.8,1345.0,1199.9,1323.2,24581.056,542.0,1381.6308771844,1252.26,1181.1889999999999,1105.928,811.9832000000001,629.5684,0.0,1175.6336398703481,894.8246203428884,174.06404291524456,757.799914169511,1454.0560858304893,68.47645980651976,1.5018971549893152,6.743890039285077,24.51740347884902,9.129211894064422,39.00941531131379,1022.415,1176.05,1099.2325,985.975,110668.553
2021-01-19,1329.9,1435.7,1323.3,1364.6,86489.306,1137.0,1319.0054234104,1281.0,1201.56,1133.969,826.3567999999999,638.7821,0.0,1193.9288341754807,911.3737038747374,157.72599354259933,818.5170129148014,1449.4209870851987,64.07361984672126,0.46085046944131847,-8.754292510969321,22.581153810722437,11.820198975267909,39.416062705720776,1026.375,1211.6,1118.9875,985.975,24179.247000000003
2021-01-20,1365.7,1391.2,1244.4,1303.7,56570.514,779.0,1156.8352522058,1271.9,1206.62,1156.025,837.9524,646.6987,0.0,1190.9247150074286,921.9581391416709,127.98048075780959,900.064038484381,1411.9859615156192,55.77831874792698,-4.593746512485993,-20.700943577893305,20.466724153469322,19.104715307288767,38.69290410300982,1030.475,1240.65,1135.5625,985.975,-32391.267
2021-01-21,1270.0,1270.0,1045.6,1172.9,3450.188,126.0,1242.9634160805,1281.52,1228.1200000000001,1178.935,850.7964,655.3691,0.0,1198.392612863779,934.9584890661237,96.70125053483049,985.532498930339,1372.337501069661,58.86106780497466,-5.875888496098412,0.6290519288786172,19.04637399497925,17.65341894992158,36.17671174267277,1062.35,1240.65,1151.5,985.975,-28941.078999999998
2021-01-22,1163.6,1273.2,1125.5,1243.2,8638.974,150.0,1225.6859811941,1281.98,1249.54,1190.466,865.7214,664.9347,0.0,1216.5508110266564,950.7623020945966,99.69438652201059,991.0772269559787,1389.8547730440212,62.1846065119756,-4.452475660079429,15.077989601386463,20.423501065958405,16.662318689480763,33.896092936826825,1069.605,1240.65,1155.1275,985.975,-20302.104999999996
2021-01-23,1262.0,1330.5,1218.0,1325.5,9839.539,321.0,1379.4427909783,1295.22,1273.74,1212.4029999999998,882.3574000000001,675.5944000000001,0.0,1247.1578380236579,970.1864930619819,101.87008035237841,1008.662839295243,1416.1431607047566,65.97244686424493,-0.8236416843286563,15.491217705194813,26.830848958468202,16.857390644987728,32.2640512389067,1090.19,1254.35,1172.27,999.675,-10462.565999999995
2021-01-24,1312.7,1463.1,1306.9,1430.8,24921.055,388.0,1319.7730975474,1302.84,1291.92,1224.7685000000001,897.3220000000001,685.3229999999999,0.0,1260.6781468777276,985.2225200134782,101.81656585620057,1021.135368287599,1428.4016317124012,60.460080402437015,-1.7377973260382475,-7.960066962436784,25.89535457166673,17.03838817428901,31.57886199374595,1090.19,1254.35,1172.27,999.675,-35383.621
2021-01-25,1436.2,1437.6,1291.0,1341.8,7692.582,184.0,1304.7664871041,1324.66,1298.2800000000002,1227.826,911.1102000000001,694.4125,0.0,1263.7241258952542,997.2298821508355,102.5683639042762,1022.6892721914476,1432.9627278085525,57.013046171983895,-4.453946408487063,-18.447229650446666,24.399580021943663,18.311011975558586,30.764219790755376,1090.19,1254.35,1172.27,999.675,-43076.203
2021-01-26,1319.5,1372.0,1245.0,1282.0,43327.057,615.0,1263.1224224853,1336.8600000000001,1309.19,1236.1009999999999,926.2647999999999,703.6642000000002,0.0,1269.5063936246,1009.6489453611376,101.71662031841223,1032.6677593631755,1439.5342406368243,57.97103845168648,-5.678635899368189,-2.4126297447157725,23.11604475666235,18.599150056562337,29.56750945169915,1093.17,1254.35,1173.76,999.675,250.85399999999936
2021-01-27,1291.0,1304.2,1220.0,1304.2,13485.522,500.0,1317.5179102819,1332.3400000000001,1307.1599999999999,1242.0459999999998,940.8628,712.8986,0.0,1274.2769088211537,1021.5123503874394,101.97209144663077,1038.1018171067383,1445.9901828932614,57.889680210763686,-6.592686912985883,1.5648702594810473,25.70704787908521,17.870858136547568,28.265446504650242,1125.2649999999999,1254.35,1189.8075,999.675,-13234.668000000001
2021-01-28,1309.4,1371.7,1275.0,1302.9,22202.923,482.0,1347.3867130513,1316.1799999999998,1305.7,1243.4445,957.0008,722.4672999999999,0.0,1285.0944932754069,1034.8005697322199,103.24331903203243,1036.9578619359352,1449.931138064065,60.0758714679217,-5.836146238254258,7.417165668662662,27.62487275081473,16.744398326812423,27.5642751363715,1175.99,1254.35,1215.17,999.675,8968.254999999997
2021-01-29,1307.7,1439.4,1295.4,1350.0,14829.734,293.0,1365.4188893071,1317.26,1310.05,1255.805,972.7456,731.794,0.0,1293.9667085218705,1047.4373616528853,100.07847658213043,1055.6480468357393,1455.9619531642609,59.87685893327281,-5.5550226036287995,3.313373253493012,26.58679338909519,16.115182240126106,27.347005460568866,1189.75,1294.3,1242.025,999.675,-5861.479000000003
2021-01-30,1330.7,1393.4,1330.7,1347.2,23450.424,430.0,1304.8013495236,1325.6200000000001,1325.14,1265.8799999999999,987.7814,740.9003,0.0,1298.2286073044986,1058.6159160662332,96.19866215285961,1073.4826756942807,1458.277324305719,58.14336229663119,-6.152628433029079,-3.9600798403193807,24.62636423202097,18.31482291968407,27.095130113254772,1189.75,1340.55,1265.15,999.675,-29311.903000000002
2021-01-31,1348.2,1373.8,1268.0,1323.8,16837.043,343.0,1336.8337085912,1343.6200000000001,1340.24,1284.18,1003.9901999999998,750.7417999999999,0.0,1311.9388062611047,1072.1893022105871,83.17454298040974,1117.8309140391807,1450.5290859608194,61.7328434078784,-4.4974951789974185,9.373253493013962,25.438386496259895,17.397679598974054,26.23039678368001,1189.75,1341.55,1265.65,1007.8,-12474.86
2021-02-01,1324.4,1410.8,1302.5,1394.2,10328.586,456.0,1503.7157477025,1392.3400000000001,1362.34,1305.94,1023.3059999999999,762.1166000000001,0.0,1345.4475482240252,1091.372945533457,91.60088100013026,1122.7382379997396,1489.1417620002605,68.10518866896638,0.7833649361113793,14.310170178048196,31.08632778301973,15.636391277885162,25.77050959468807,1240.45,1392.25,1316.35,1058.5,-2146.2740000000013
2021-02-02,1393.6,1564.5,1392.0,1546.5,4074.471,270.0,1621.3755961203,1454.6,1385.39,1329.565,1044.9028,774.8161,0.0,1390.5693270494198,1114.4228707996128,116.01951678489279,1097.5259664302146,1561.6040335697855,71.90320290343212,6.79691676187992,3.003621139905789,35.38502887661425,14.289385113174527,26.339676334877154,1306.7,1458.5,1382.6,1124.75,1928.1969999999988
2021-02-03,1550.7,1697.0,1520.1,1661.3,30969.395,902.0,1617.346944146,1511.1599999999999,1414.2099999999998,1353.065,1064.6208,787.0814,0.0,1424.7737088996687,1135.2738614778302,126.42675063055293,1100.211498738894,1605.918501261106,69.47409621817084,8.60070671482704,-4.832563038683077,35.28782861440577,14.250133146342971,27.491698860331017,1306.7,1458.5,1382.6,1124.75,-29041.198
2021-02-04,1663.0,1687.3,1560.0,1630.0,21693.658,769.0,1699.4774430712,1578.52,1452.07,1375.175,1085.2128,799.7936,0.0,1458.463179056999,1156.5183147049088,138.98570744864384,1097.2035851027122,1653.1464148972877,70.52255173924537,9.533982152359535,-6.751549061519498,37.34423682899987,13.34622341812044,28.5863022705839,1339.5,1515.3,1427.4,1157.55,-7347.540000000001
2021-02-05,1659.1,1762.6,1645.3,1660.6,1050.125,226.0,1675.1778107368,1623.9599999999998,1483.7900000000002,1396.49,1104.4918,812.1391,0.0,1481.739867763225,1175.3176783744389,142.3821790112794,1111.7256419774412,1681.2543580225588,67.33209450053425,7.830631942574406,-7.197609555230969,34.30696448605617,15.454532878867944,29.87777711149436,1375.05,1515.3,1445.175,1157.55,-8397.665
2021-02-06,1662.8,1720.1,1588.7,1621.4,3506.214,356.0,1567.6312413047,1635.9199999999998,1514.1299999999999,1410.645,1123.5467999999998,824.364,0.0,1499.5341723685328,1192.7455749471453,148.3400198024795,1113.964960395041,1707.3250396049589,66.0917348623433,5.333024502114839,-4.28643487238827,31.879844845796434,19.90638926394559,30.374437196008554,1404.1,1515.3,1459.6999999999998,1157.55,-11903.879
2021-02-07,1613.7,1645.4,1490.5,1606.3,16626.317,525.0,1721.136955707,1653.58,1554.09,1429.895,1145.6724000000002,837.9973999999999,0.0,1535.2578620302647,1215.2626830257568,165.14453207720808,1099.6059358455839,1760.184064154416,71.46415704983826,7.091603365238612,14.826484504958202,36.5897420518969,18.22109733421387,29.909345283550174,1412.05,1523.25,1467.65,1165.5,4722.437999999998
2021-02-08,1608.2,1778.5,1608.2,1749.6,10693.997,407.0,1770.8407826933,1688.3,1599.73,1454.8899999999999,1169.4658,852.0029000000001,0.0,1573.5924531688845,1239.0520749921777,181.20286669917783,1092.4842666016443,1817.2957333983554,73.18810566032488,8.666018308687136,9.128487182840686,37.115314926418044,17.21374889445478,30.182648444753422,1434.55,1563.0,1498.775,1188.0,15416.434999999998
2021-02-09,1746.3,1823.5,1727.2,1803.6,8282.735,580.0,1772.6799387763,1700.1200000000001,1639.3200000000002,1482.23,1191.6768,865.443,0.0,1594.4649598590843,1258.4864506442336,177.8125476449849,1126.6049047100303,1837.8550952899698,66.46908193920001,6.002994214897598,-10.779522094901324,33.71742064946371,18.084704968801557,30.61035804807511,1440.55,1613.75,1527.15,1194.0,7133.699999999997
2021-02-10,1816.6,1835.5,1676.6,1719.7,6153.536,304.0,1789.0536403135,1727.58,1675.77,1508.005,1215.2132000000001,879.2067999999999,0.0,1617.9271084506825,1278.7113370172701,178.65600318769037,1150.6929936246192,1865.317006375381,67.94235942740158,4.51989409695922,-1.1211204342753405,31.24621285529826,16.75924581406056,30.579457245354828,1440.55,1663.0,1551.775,1194.0,13287.235999999997
2021-02-11,1744.4,1820.1,1743.4,1758.7,5812.074,319.0,1851.2793872721,1777.56,1706.7400000000002,1534.54,1240.1716000000001,893.7415000000001,0.0,1651.966092957776,1302.0599851487239,188.70730086565288,1157.1253982686942,1911.9546017313057,71.33344888327545,5.515937378265889,9.784536127738662,32.16840729067769,15.78208679733217,30.571149824219198,1457.8,1680.25,1569.025,1211.25,19099.309999999998
2021-02-12,1755.5,1870.0,1751.7,1856.2,7128.433,351.0,1806.6586483313,1794.6599999999999,1724.1200000000001,1554.755,1264.219,907.818,0.0,1678.1280796781255,1323.6109256685104,197.94068675994845,1158.8736264801032,1950.636373519897,69.61717493697992,4.473298105485888,1.410238022060554,29.444814573101773,14.445869673464134,30.828455709318007,1457.8,1680.25,1569.025,1221.085,11970.876999999997
2021-02-13,1851.9,1851.9,1767.2,1835.1,2852.586,329.0,1756.4986796892,1778.94,1733.6200000000001,1573.915,1285.8594,920.4758,0.0,1684.824068295543,1339.8387605753417,194.92328305002465,1184.0684338999506,1963.7615661000493,61.32580668370919,-0.31264763831543974,-14.33720686307511,26.33932188015311,17.73691966007574,30.992604919480314,1457.8,1680.25,1569.025,1239.565,9118.290999999997
2021-02-14,1840.7,1851.0,1675.0,1725.0,12351.552,406.0,1773.5344802014,1795.6599999999999,1747.89,1599.98,1307.8722,934.0969,0.0,1701.7492013961946,1358.5756515869368,188.9070078107216,1222.165984378557,1977.7940156214431,64.55861271946323,-1.5655106552096427,1.146684398282531,24.489909645761877,16.49152403565476,30.172921962086658,1457.8,1680.25,1569.025,1243.525,21469.842999999997
2021-02-15,1728.9,1830.8,1728.9,1803.3,1649.882,205.0,1764.1174046386,1792.4599999999998,1760.0199999999998,1621.9050000000002,1328.6982,946.9887,0.0,1707.599315482457,1374.1047223183004,178.4637539530087,1264.9774920939828,1978.8325079060176,60.35369235933464,-4.643258034459713,-9.19454611881558,23.73728317136696,15.984704787568974,29.411788300341094,1497.75,1739.1,1618.425,1247.625,19819.960999999996
2021-02-16,1801.3,1823.7,1731.5,1742.7,2299.002,304.0,1850.9831999711,1800.56,1789.06,1651.595,1352.0416,961.4411,0.0,1734.613698984981,1395.2312953742762,172.20691180960202,1307.181176380796,1996.0088236192041,66.35161183408432,-2.378971780869719,12.644705847891501,27.176546638852052,14.863219016222045,28.754882270070535,1567.55,1796.05,1681.8,1303.05,22118.962999999996
2021-02-17,1747.8,1917.1,1747.8,1896.7,476.127,230.0,1924.7496220546,1815.7,1805.1799999999998,1679.6349999999998,1375.3652000000002,975.8913,0.0,1759.7831705585693,1416.0733472331128,166.3741664892722,1346.8866670214554,2012.383332978544,66.84616695767178,-1.1142968625377634,6.98205487480169,27.985734963164028,14.26465151567874,28.809339537752965,1585.4,1812.9,1699.15,1327.155,22595.089999999997
2021-02-18,1895.9,1950.8,1882.9,1910.8,585.352,364.0,1965.4690111249,1874.6599999999999,1826.8,1713.2649999999999,1400.9035999999999,991.5403,0.0,1796.928431907363,1440.4786957396068,163.73559867970093,1385.793802640598,2040.7361973594018,70.46062962182818,2.223189921911512,2.239230697589008,31.004732239906367,13.277998340464157,29.10976592705342,1629.15,1856.65,1742.9,1377.79,23180.441999999995
2021-02-19,1917.2,2038.3,1910.0,2019.8,2566.04,466.0,1925.4585698976,1903.72,1849.69,1744.5050000000003,1425.24,1006.3739000000002,0.0,1818.5957987777485,1461.0188255095893,144.97719639653715,1454.550607206926,2034.4593927930746,65.44178969988053,1.3547617954732232,-6.8940162654581485,27.289639281465544,17.312023487360655,29.79973877874967,1629.15,1856.65,1742.9,1377.79,20614.401999999995
2021-02-20,2018.7,2033.7,1805.2,1948.6,669.801,280.0,1938.0954643245,1928.0,1860.23,1768.0,1446.8220000000001,1020.2727,0.0,1825.0963989523582,1477.312527457261,122.66148947408114,1522.6770210518378,2013.3229789481622,59.98127113326738,-2.359273628036142,-20.4175611225807,25.728423269222805,16.321618008049448,29.269077452569295,1629.15,1856.65,1742.9,1377.79,19944.600999999995
2021-02-21,1943.8,1976.8,1850.0,1864.1,10298.894,915.0,1727.7063691402,1870.6199999999997,1835.5899999999997,1771.1649999999997,1457.1203999999998,1031.7401,0.0,1794.3397705305833,1482.6679517676407,117.61833732458608,1535.9283253508277,2006.4016746491718,47.21340368540104,-12.439692011783166,-35.13435772723298,21.463594627322454,30.252584633129242,28.748892892615235,1653.15,1774.25,1713.7,1380.77,9645.706999999995
2021-02-22,1868.2,1889.9,1510.2,1609.8,8067.309,649.0,1481.3285684111,1813.08,1814.39,1769.2550000000003,1469.7412,1043.4889,0.0,1769.8769461690651,1488.3444100383438,119.67903523591806,1529.8969295281643,2008.6130704718364,47.838778543018186,-17.87129941098688,-1.500317148682221,18.397434754380743,31.815102070710793,27.958930993514976,1653.15,1709.15,1681.15,1412.865,17713.015999999996
2021-02-23,1640.0,1646.5,1380.0,1623.1,2372.276,264.0,1610.9485411057,1734.1200000000001,1804.39,1769.0050000000003,1480.3513999999998,1055.0928,0.0,1749.1802395734799,1493.8681228034354,119.97452427494812,1529.0559514501042,2008.9540485498965,47.93367725259196,-20.437769995543533,6.2152107030719,19.96480470975211,29.606818694444875,27.833463130247473,1653.15,1709.15,1681.15,1463.59,20085.291999999994
2021-02-24,1618.0,1709.3,1555.2,1625.0,918.494,249.0,1517.388798947,1635.3799999999999,1769.55,1758.7199999999998,1485.0323999999998,1064.984,0.0,1707.1402053486888,1492.2930307459303,136.5050204204963,1485.7099591590072,2031.7300408409924,40.78047884413058,-26.032722697984767,-17.129981264874168,17.629295119630857,30.463301162573845,27.27160623997567,1653.15,1709.15,1681.15,1477.35,19166.797999999995
2021-02-25,1625.0,1669.2,1454.9,1454.9,1889.687,202.0,1462.6256470516,1563.1799999999998,1745.5900000000001,1752.8050000000003,1492.3204,1075.2151000000001,0.0,1677.9916045845857,1492.7298416139067,144.6474108824631,1463.5101782350741,2042.0998217649264,43.35983572904906,-26.6559384886035,-3.731834523267022,16.179814607142262,30.078571232015655,27.246921790319313,1670.4,1709.15,1689.775,1477.35,21056.484999999993
2021-02-26,1466.6,1550.7,1405.1,1503.1,1443.129,225.0,1458.5895414062,1513.8200000000002,1692.2199999999998,1740.64,1495.9004,1083.9835999999998,0.0,1632.9928039296387,1487.4863237672303,165.22438500415157,1410.191229991697,2071.088770008303,38.15745928399183,-29.62554192385423,-9.730969308340244,14.532898183484063,28.874038251099226,27.46212039894975,1699.15,1699.15,1699.15,1477.35,19613.355999999992
2021-02-27,1524.6,1528.4,1360.0,1363.0,8079.937,466.0,1404.7998800486,1477.2,1645.14,1725.1600000000003,1498.2598,1093.2721,0.0,1605.4224033682583,1485.5670142171364,177.69263743892176,1369.7747251221567,2080.545274877844,42.258018632668836,-27.408812535958962,6.890206831823635,13.586022207192771,29.84080453661346,27.882862288269973,1664.8,1662.5,1663.65,1477.35,27693.29299999999
2021-02-28,1358.9,1451.0,1291.3,1440.0,2039.768,272.0,1552.9041311071,1466.12,1600.1200000000001,1713.4599999999998,1507.652,1103.498,0.0,1600.3049171727926,1488.9634244474191,179.83349910403263,1353.7930017919346,2073.126998208065,48.45323085028443,-20.616327132233874,18.054268279565743,18.367146611179596,26.904047223985355,28.470061187671952,1664.8,1634.05,1649.425,1477.35,29733.06099999999
2021-03-01,1444.0,1603.0,1425.0,1569.6,6851.945,327.0,1515.5349998139,1483.34,1559.3600000000001,1704.525,1516.026,1113.126,0.0,1591.832786148107,1491.0665886078436,183.69928926100965,1337.1264214779808,2071.9235785220194,47.24847778005033,-16.040126497822513,3.230700580098169,16.79560639830302,24.602067880286523,27.78343054042933,1664.8,1590.6,1627.6999999999998,1477.35,22881.11599999999
2021-03-02,1545.0,1590.6,1460.0,1541.0,11005.438,511.0,1580.4290123664,1494.3400000000001,1528.7599999999998,1694.4949999999997,1526.624,1122.5006,0.0,1587.013816698377,1493.7758452169476,185.93035113988273,1322.6342977202341,2066.355702279765,48.07971904628293,-11.704354720817015,0.24988844265951826,18.467275515764193,23.35297291959828,27.109239752467555,1664.8,1500.3,1582.55,1477.35,33886.55399999999
2021-03-03,1557.5,1652.9,1533.4,1558.1,1176.225,255.0,1538.5164687028,1515.56,1514.69,1675.14,1533.78,1131.3546,0.0,1570.168985741465,1492.7785460841442,188.22380136422726,1298.6923972715456,2051.587602728455,44.177828823460985,-10.82490981706831,-7.17983043284249,16.584372873347718,24.357777015465214,26.0446001779246,1664.8,1500.3,1582.55,1512.9,32710.32899999999
2021-03-04,1560.5,1598.8,1447.0,1469.1,826.879,184.0,1511.6053707979,1541.7599999999998,1509.48,1661.935,1541.424,1141.7646,0.0,1570.2877020641126,1495.939907081771,185.78677099029431,1290.3614580194112,2033.5085419805887,49.255567922539356,-6.499669555990426,5.277381076028249,15.448205040540195,22.689066179365703,25.540436102685558,1664.8,1480.25,1572.525,1541.9499999999998,33537.20799999999
2021-03-05,1471.5,1571.0,1450.7,1571.0,384.555,230.0,1623.6217789393,1560.54,1513.33,1658.86,1551.494,1153.1996,0.0,1583.6037446263829,1502.7118581685502,185.2256229575165,1288.4087540849669,2029.311245915033,53.399446010485896,-0.646821769787234,15.705095498424356,19.31159367224673,21.553060996551984,25.003400023050585,1664.8,1488.8,1576.8,1541.9499999999998,33921.76299999999
2021-03-06,1577.0,1686.3,1515.0,1663.5,4209.505,371.0,1708.3203554575,1602.94,1543.1399999999999,1656.345,1562.1860000000001,1165.5995,784.944,1607.8032096797579,1512.8271567964166,183.58152814213108,1289.1819437157378,2023.5080562842622,57.05378982386588,5.6525447612624955,20.762899297481653,20.691961080665777,20.088688666186776,23.58879659867124,1664.8,1522.15,1593.475,1541.9499999999998,38131.26799999999
2021-03-07,1665.3,1753.0,1635.5,1753.0,3251.14,375.0,1734.9071992286,1659.1,1576.72,1661.155,1575.062,1178.626,791.9885,1640.8170368683648,1526.005125535567,187.00935397728122,1287.1362920454376,2035.1737079545624,60.27375142646831,11.683438715224423,20.622408162818033,25.417325268556723,20.220098745731757,22.060101071964212,1664.8,1574.6,1619.6999999999998,1541.9499999999998,41382.40799999999
2021-03-08,1737.2,1857.9,1670.1,1838.9,2383.845,347.0,1827.1358855966,1726.2,1620.8799999999999,1656.55,1584.69,1190.8011,798.95155,1664.2146030300278,1537.2641965483913,182.22525483587634,1292.0994903282472,2021.0005096717528,58.391149443596326,13.637816813599088,0.770853193919308,26.104719139092648,20.15416178752227,21.305341367773767,1664.8,1649.65,1657.225,1541.9499999999998,38998.56299999999
2021-03-09,1843.7,1874.3,1764.1,1804.6,1246.944,258.0,1824.1520077084,1767.7599999999998,1654.7599999999998,1649.95,1592.9740000000002,1202.4786,805.785,1680.58394545431,1547.0254755075305,175.1501741363681,1299.649651727264,2000.2503482727361,56.95024184679799,13.226794952674743,-5.817613090188999,24.827819249136443,19.250112481883466,20.701290933931237,1664.8,1660.65,1662.725,1541.9499999999998,37751.618999999984
2021-03-10,1801.2,1866.1,1762.4,1778.8,5598.868,337.0,1780.144051619,1796.6599999999999,1678.6,1639.36,1603.06,1214.7084,812.73795,1698.7862389608376,1557.5722404119194,158.03472529795488,1323.2905494040901,1955.4294505959097,58.20724940944846,12.974616911695037,1.863922241280747,24.173108529713467,20.52811087744562,20.10353831719333,1664.8,1660.65,1662.725,1541.9499999999998,43350.48699999999
2021-03-11,1773.8,1845.1,1727.0,1808.0,1914.462,197.0,1775.6992802155,1800.0,1701.47,1630.415,1614.996,1226.4741999999999,819.6668999999998,1708.9167762521467,1566.1448838806411,144.78576682464353,1340.8434663507128,1919.9865336492871,55.90160638142894,10.832027352586067,-2.7101200686106495,23.012929563392927,19.99795838750166,19.244170362466768,1664.8,1660.65,1662.725,1541.9499999999998,41436.02499999999
2021-03-12,1813.3,1815.0,1718.2,1769.7,8709.038,491.0,1892.2304969389,1812.3400000000001,1735.72,1632.24,1628.144,1239.4702,827.2441,1736.300093930412,1579.6609828901549,147.9160248248987,1336.4079503502026,1928.0720496497975,61.512818146308554,12.56062941056357,5.741485496944364,27.752772896820417,18.52259612899573,18.43628732913006,1664.8,1695.25,1680.025,1541.9499999999998,50145.06299999999
2021-03-13,1766.8,1939.8,1766.5,1900.6,282.71,148.0,1862.3919291854,1824.08,1775.14,1644.9149999999997,1638.9,1252.3107,834.6206000000001,1754.4429376546389,1591.1233920623197,156.08572412299614,1332.7435517540075,1957.086448245992,59.20118886849437,11.572384954025146,-1.9112933927964235,27.136642328706344,18.111381807517493,18.544138163249674,1664.8,1727.4,1696.1,1581.9,49862.35299999999
2021-03-14,1890.0,1900.3,1838.5,1863.3,2149.183,319.0,1741.8363664704,1819.36,1793.56,1651.52,1645.388,1263.8727000000001,841.4619499999999,1754.551089418262,1597.753997177418,157.80833818274644,1335.9033236345072,1967.1366763654928,52.98650064134334,6.9335933133006105,-18.004657575783234,25.60018171415757,23.94537243366012,18.559559682582893,1664.8,1787.65,1726.225,1628.15,47713.16999999999
2021-03-15,1855.4,1856.7,1714.2,1755.2,4443.745,188.0,1769.5564728399,1810.6200000000001,1803.64,1658.485,1653.838,1275.58,848.3085000000001,1755.943790929939,1604.4843434338497,159.54861727699202,1339.387765446016,1977.5822345539839,53.42969920350425,3.785568625803311,-6.30203130203131,24.479462867820942,22.897097446060656,17.472445938011752,1664.8,1804.9499999999998,1734.875,1629.15,52156.91499999999
2021-03-16,1746.5,1818.2,1740.0,1764.3,404.339,159.0,1829.4127103742,1822.6799999999998,1811.3400000000001,1677.2399999999998,1664.7979999999998,1287.9541,855.4388,1766.5232493685194,1613.597665627617,156.53286683632962,1364.1742663273405,1990.305733672659,56.61004009973201,3.3584685465653834,9.503517316017309,24.731333435562377,21.483789972688278,16.481794688594043,1662.5,1827.0,1744.75,1629.15,52561.25399999999
2021-03-17,1779.5,1848.9,1747.6,1830.0,618.689,280.0,1790.314522159,1800.1199999999997,1806.23,1691.475,1674.47,1300.3673999999999,862.2463499999999,1769.5627851730164,1620.6373138372878,152.95372461957282,1385.5675507608544,1997.3824492391454,54.056490812520764,1.44750201752675,-1.420436566942925,23.719361493928382,21.435021646838024,15.796411818494015,1634.05,1827.0,1730.525,1629.15,51942.564999999995
2021-03-18,1827.1,1829.3,1733.6,1787.8,236.433,101.0,1815.7959811025,1795.7400000000002,1809.9099999999999,1715.395,1685.24,1313.0513999999998,869.2369,1779.8252444340142,1629.5584411907919,136.20484380153354,1442.9853123969328,1987.8046876030671,56.72648304132016,1.5438184976751508,2.343549935341258,23.679484317974733,20.72375413006179,15.037601352800543,1615.55,1827.0,1721.275,1629.15,52178.99799999999
2021-03-19,1792.3,1841.4,1792.0,1841.4,314.893,115.0,1819.3208762977,1798.7,1809.03,1731.895,1693.64,1325.3204,875.7179,1778.4216380862977,1635.233716204453,120.98129803816856,1489.9324039236628,1973.8575960763371,52.36118959182078,-0.7927186642555153,-19.119687757924957,24.741262119640044,21.5815390148207,14.439795075504307,1615.55,1827.0,1721.275,1653.15,51864.104999999996
2021-03-20,1824.4,1867.8,1770.0,1770.0,496.32,102.0,1773.7200050371,1802.44,1806.53,1742.565,1702.3559999999998,1337.5508,882.44605,1779.0756897882552,1641.2049480734386,115.48258862270183,1511.5998227545965,1973.5301772454036,53.06932162519768,-1.9830855578209583,-12.43776873887245,23.853550420883902,22.18405315854179,13.879302547791035,1615.55,1827.0,1721.275,1653.15,52360.424999999996
2021-03-21,1776.0,1810.0,1749.5,1783.0,609.699,326.0,1713.1307605884,1776.1,1799.39,1750.4299999999998,1709.846,1348.8137,888.9985,1767.5363055327898,1643.5121440151029,106.49374206966431,1537.4425158606712,1963.4174841393285,48.05704389955604,-5.233442373839752,-18.294406801744522,22.76750141920386,27.787755353727317,13.179113035241826,1615.55,1777.0,1696.275,1653.15,51750.725999999995
2021-03-22,1787.7,1801.1,1653.7,1698.3,327.728,239.0,1692.7070558512,1753.6200000000001,1776.8700000000001,1756.295,1715.47,1359.7301,895.4422999999999,1754.3739761709626,1644.800716499866,98.68359780125668,1558.9278043974866,1953.6621956025135,46.77085817593287,-7.693784609379284,-13.097824502794918,21.73546898323547,26.861752488645497,12.950204473251427,1615.55,1758.4,1686.975,1653.15,51422.99799999999
2021-03-23,1692.0,1719.6,1649.0,1675.4,1391.156,521.0,1612.0337637907,1700.3,1748.02,1761.58,1716.0359999999998,1369.671,901.7114999999999,1728.7205510036822,1641.972037635296,85.04995355671981,1591.4800928865602,1931.6799071134396,41.51440681181157,-11.744235982916363,-2.848817503837802,20.305920809171838,30.45133904511914,12.82681617030943,1615.55,1705.3,1660.425,1664.8,50031.84199999999
