timestamp,open,high,low,close,volume,trade_count,vwap
2019-08-23 03:00:00+00:00,10108.42,10166.37,10096.17,10154.59,192.06779595,2028,10136.683656
2019-08-23 04:00:00+00:00,10156.22,10210.0,10145.02,10176.84,192.71163721,2150,10178.460914
2019-08-23 05:00:00+00:00,10176.84,10180.0,10127.0,10142.07,116.9230091,2253,10156.575452
2019-08-23 06:00:00+00:00,10142.07,10246.0,10111.0,10232.56,223.21492431,1995,10187.661393
2019-08-23 07:00:00+00:00,10232.56,10250.0,10182.65,10236.99,143.77691651,1646,10226.477211
2019-08-23 08:00:00+00:00,10236.99,10236.99,10170.01,10170.88,99.01134158,1952,10199.486959
2019-08-23 09:00:00+00:00,10170.88,10191.78,10121.0,10123.96,83.81197586,1453,10163.805899
2019-08-23 10:00:00+00:00,10123.97,10154.94,10078.68,10136.05,192.18546433,2512,10117.364019
2019-08-23 11:00:00+00:00,10137.69,10169.43,10094.47,10135.46,391.78668271,1961,10151.980946
2019-08-23 12:00:00+00:00,10135.47,10218.0,10117.46,10216.72,256.52887859,2572,10177.329115
2019-08-23 13:00:00+00:00,10216.3,10449.52,10176.65,10375.45,1234.42352055,5176,10362.805906
2019-08-23 14:00:00+00:00,10373.75,10448.6,10369.35,10416.02,408.86501553,3109,10402.018638
2019-08-23 15:00:00+00:00,10421.53,10455.0,10385.0,10412.37,510.55578274,3843,10419.148118
2019-08-23 16:00:00+00:00,10412.79,10430.0,10397.5,10405.3,307.87861997,3175,10419.486527
2019-08-23 17:00:00+00:00,10405.02,10435.0,10397.5,10412.44,435.8341196,3265,10414.926331
2019-08-23 18:00:00+00:00,10412.45,10427.0,10400.51,10426.11,269.01029036,2725,10413.797929
2019-08-23 19:00:00+00:00,10426.11,10478.0,10389.6,10427.33,753.41076003,3393,10422.292937
2019-08-23 20:00:00+00:00,10427.13,10430.55,10303.0,10360.01,811.31892095,3469,10353.63633
2019-08-23 21:00:00+00:00,10360.01,10458.99,10355.32,10427.03,790.73795085,3217,10401.09506
2019-08-23 22:00:00+00:00,10427.0,10451.94,10366.59,10384.74,497.8345761,2800,10424.042129
2019-08-23 23:00:00+00:00,10387.67,10430.0,10379.43,10410.85,668.83281937,2498,10410.910319
2019-08-24 00:00:00+00:00,10413.45,10429.0,10382.0,10417.01,260.97261822,2232,10403.640553
2019-08-24 01:00:00+00:00,10417.03,10417.03,10385.08,10391.89,129.11906907,1856,10397.928478
2019-08-24 02:00:00+00:00,10391.26,10393.12,10337.5,10354.09,201.29932745,2672,10364.331437
2019-08-24 03:00:00+00:00,10354.09,10371.99,10305.0,10371.73,179.31075579,2895,10340.524398
2019-08-24 04:00:00+00:00,10371.53,10384.0,10341.0,10351.01,86.05899437,2072,10364.89577
2019-08-24 05:00:00+00:00,10351.01,10375.0,10331.57,10354.3,93.01737667,1259,10357.683748
2019-08-24 06:00:00+00:00,10355.05,10365.0,10325.0,10325.0,97.07068414,1295,10341.534365
2019-08-24 07:00:00+00:00,10325.0,10325.0,10261.57,10317.4,320.02439583,1733,10289.845764
2019-08-24 08:00:00+00:00,10317.73,10317.73,10100.0,10120.52,671.47325518,2610,10160.411117
2019-08-24 09:00:00+00:00,10120.51,10144.71,9886.26,9989.99,1162.62381161,3685,9976.677484
2019-08-24 10:00:00+00:00,9989.17,10011.89,9963.03,9993.16,274.22937766,1567,9991.648557
2019-08-24 11:00:00+00:00,9993.07,10052.49,9990.0,10021.2,233.8402833,1345,10014.985816
2019-08-24 12:00:00+00:00,10020.17,10020.17,9936.62,9997.75,392.15729448,2477,9980.431502
2019-08-24 13:00:00+00:00,9997.7,10025.0,9987.0,9999.99,344.27204526,2177,10009.391299
2019-08-24 14:00:00+00:00,10000.0,10023.74,9980.34,9993.01,560.31591437,2556,10000.049261
2019-08-24 15:00:00+00:00,9993.0,10009.0,9963.0,9998.0,269.47410267,2948,9985.791209
2019-08-24 16:00:00+00:00,9998.0,10092.92,9957.77,10070.68,479.012732,3014,10055.528616
2019-08-24 17:00:00+00:00,10068.26,10080.99,10037.0,10044.87,201.80117417,2313,10061.24075
2019-08-24 18:00:00+00:00,10043.43,10090.0,10042.34,10071.01,178.79720735,2233,10070.145776
2019-08-24 19:00:00+00:00,10072.11,10130.2,10065.01,10111.14,211.85704997,2222,10096.346968
2019-08-24 20:00:00+00:00,10111.14,10153.26,10094.25,10106.51,198.54570606,2407,10133.147258
2019-08-24 21:00:00+00:00,10106.5,10106.5,10062.76,10074.88,187.58443145,2774,10077.847189
2019-08-24 22:00:00+00:00,10074.88,10216.46,9983.29,10180.0,706.23458472,4160,10098.473433
2019-08-24 23:00:00+00:00,10180.0,10200.0,10121.0,10147.96,186.63937101,2849,10151.859971
2019-08-25 00:00:00+00:00,10148.0,10170.0,10123.64,10132.14,224.06730124,1804,10149.092599
2019-08-25 01:00:00+00:00,10133.04,10159.64,10041.94,10096.3,204.44049753,2318,10101.811638
2019-08-25 02:00:00+00:00,10096.3,10174.99,10082.48,10131.51,193.18748941,1738,10128.755512
2019-08-25 03:00:00+00:00,10131.31,10142.0,10084.6,10141.79,126.55064203,1351,10113.272782
2019-08-25 04:00:00+00:00,10142.0,10150.0,10026.93,10036.83,175.91253466,1566,10088.776871
2019-08-25 05:00:00+00:00,10034.95,10106.85,10034.95,10074.86,132.18275354,1260,10068.864299
2019-08-25 06:00:00+00:00,10074.25,10098.98,10042.0,10094.96,55.13953704,748,10067.961824
2019-08-25 07:00:00+00:00,10094.29,10147.94,10074.26,10122.49,140.35943304,823,10110.964072
2019-08-25 08:00:00+00:00,10122.5,10127.79,10066.97,10102.61,108.25213504,981,10087.714463
2019-08-25 09:00:00+00:00,10102.61,10159.75,10084.66,10156.75,207.20069393,577,10134.688122
2019-08-25 10:00:00+00:00,10159.25,10183.57,10126.99,10147.97,99.13586102,663,10159.965855
2019-08-25 11:00:00+00:00,10147.96,10158.39,10101.24,10130.08,97.93771528,726,10132.16318
2019-08-25 12:00:00+00:00,10130.09,10374.85,10113.01,10322.02,686.15471483,2371,10249.660121
2019-08-25 13:00:00+00:00,10322.37,10323.0,10233.43,10268.38,249.96835488,2086,10275.190351
2019-08-25 14:00:00+00:00,10265.12,10268.2,9967.5,10058.57,944.26271889,4531,10051.777356
2019-08-25 15:00:00+00:00,10057.04,10108.3,10053.29,10070.0,139.08826303,1936,10075.290679
2019-08-25 16:00:00+00:00,10070.0,10134.69,10036.0,10061.51,192.55253397,2124,10078.805635
2019-08-25 17:00:00+00:00,10061.5,10092.82,10047.97,10071.7,122.96770557,1869,10074.360268
2019-08-25 18:00:00+00:00,10071.71,10086.7,10053.0,10078.0,196.74157718,1728,10074.927773
2019-08-25 19:00:00+00:00,10078.0,10132.52,9960.0,10062.23,733.21700366,3735,10038.861094
2019-08-25 20:00:00+00:00,10062.52,10069.51,9987.07,9999.01,278.11742799,2184,10026.160674
2019-08-25 21:00:00+00:00,9994.9,10081.11,9899.95,9995.01,861.92590583,3730,9983.219905
2019-08-25 22:00:00+00:00,9995.0,10079.75,9975.0,10059.76,423.21532437,2803,10023.152903
2019-08-25 23:00:00+00:00,10059.75,10162.68,10059.75,10138.72,391.21838713,2973,10100.309326
2019-08-26 00:00:00+00:00,10140.9,10680.0,10140.9,10509.0,4891.6180489,10300,10482.331562
2019-08-26 01:00:00+00:00,10509.0,10566.69,10433.44,10457.12,978.14335729,3397,10493.298701
2019-08-26 02:00:00+00:00,10457.45,10499.89,10378.53,10404.99,617.83753477,3174,10420.51229
2019-08-26 03:00:00+00:00,10405.0,10444.26,10177.0,10285.98,672.99566818,2863,10301.207392
2019-08-26 04:00:00+00:00,10285.99,10370.77,10285.98,10342.9,420.34350363,1957,10329.539472
2019-08-26 05:00:00+00:00,10342.11,10365.0,10265.91,10363.91,270.0688768,1358,10318.692024
2019-08-26 06:00:00+00:00,10363.93,10387.64,10331.47,10373.91,147.03834002,994,10360.75912
2019-08-26 07:00:00+00:00,10374.04,10408.17,10317.19,10335.1,157.26655422,1116,10362.362004
2019-08-26 08:00:00+00:00,10335.11,10362.12,10289.05,10332.54,205.75943927,920,10320.812674
2019-08-26 09:00:00+00:00,10332.54,10392.32,10317.19,10360.97,152.30012886,815,10348.513306
2019-08-26 10:00:00+00:00,10373.1,10425.5,10322.09,10351.93,205.90502449,1322,10377.598369
2019-08-26 11:00:00+00:00,10351.01,10389.0,10342.75,10387.01,117.69763123,1001,10359.531645
2019-08-26 12:00:00+00:00,10387.01,10405.55,10350.36,10363.18,181.70449255,1802,10380.334423
2019-08-26 13:00:00+00:00,10361.09,10370.02,10286.29,10345.43,338.4864009,2503,10341.541911
2019-08-26 14:00:00+00:00,10347.61,10356.7,10300.0,10323.46,267.50668764,2335,10326.527457
2019-08-26 15:00:00+00:00,10323.47,10364.79,10315.56,10326.58,229.49853951,2080,10334.273278
2019-08-26 16:00:00+00:00,10329.71,10390.0,10227.28,10324.24,608.40105617,3728,10322.365518
2019-08-26 17:00:00+00:00,10324.24,10334.12,10285.43,10307.98,256.18707693,2091,10309.005509
2019-08-26 18:00:00+00:00,10307.99,10310.53,10277.5,10289.84,349.95841969,2427,10293.999043
2019-08-26 19:00:00+00:00,10285.42,10318.81,10285.01,10310.67,201.44954995,2105,10303.745208
2019-08-26 20:00:00+00:00,10310.47,10315.42,10168.59,10261.12,582.26117686,3506,10245.015218
2019-08-26 21:00:00+00:00,10261.12,10269.82,10182.43,10260.67,348.56955444,2902,10238.210863
2019-08-26 22:00:00+00:00,10261.78,10325.0,10261.78,10308.13,315.39688153,2607,10296.52013
2019-08-26 23:00:00+00:00,10308.13,10395.77,10308.13,10361.65,328.52032176,2386,10356.133929
2019-08-27 00:00:00+00:00,10361.65,10379.87,10305.33,10332.51,219.26091016,2392,10335.701612
2019-08-27 01:00:00+00:00,10332.45,10360.0,10288.26,10304.24,451.36185144,2394,10317.537328
2019-08-27 02:00:00+00:00,10303.41,10310.0,10200.2,10224.25,475.82533254,2911,10248.300346
2019-08-27 03:00:00+00:00,10224.25,10224.74,10071.92,10180.38,909.25223636,3920,10153.519736
2019-08-27 04:00:00+00:00,10180.38,10180.38,10150.0,10153.96,162.44573566,1589,10160.291286
2019-08-27 05:00:00+00:00,10153.97,10236.29,10153.97,10225.41,307.40491004,1560,10201.074376
2019-08-27 06:00:00+00:00,10225.02,10225.49,10191.03,10196.07,130.95897096,1307,10204.73617
2019-08-27 07:00:00+00:00,10196.08,10212.7,10111.01,10168.15,200.3740611,1278,10154.782869
2019-08-27 08:00:00+00:00,10168.15,10209.57,10135.01,10189.01,117.867169,870,10176.476092
2019-08-27 09:00:00+00:00,10189.01,10189.01,10111.0,10140.96,97.50087211,975,10146.995117
2019-08-27 10:00:00+00:00,10145.09,10166.98,10090.0,10144.85,288.88029764,1479,10114.709049
2019-08-27 11:00:00+00:00,10144.85,10163.63,10066.72,10103.04,257.60536935,1641,10111.843708
2019-08-27 12:00:00+00:00,10103.05,10111.94,10019.56,10111.93,682.12114834,2962,10061.376892
2019-08-27 13:00:00+00:00,10111.92,10198.92,10111.92,10172.26,421.18970582,2455,10149.569024
2019-08-27 14:00:00+00:00,10172.27,10193.55,10134.46,10155.52,219.30192909,1979,10156.933367
2019-08-27 15:00:00+00:00,10155.53,10175.0,10092.49,10174.07,257.78391426,2204,10134.189727
2019-08-27 16:00:00+00:00,10174.06,10232.13,10154.33,10175.96,293.64209543,2370,10182.471156
2019-08-27 17:00:00+00:00,10177.72,10187.78,10142.0,10172.5,237.34367831,2051,10167.82779
2019-08-27 18:00:00+00:00,10175.0,10214.12,10159.08,10180.01,242.21702173,2120,10191.131993
2019-08-27 19:00:00+00:00,10180.02,10180.66,10116.73,10151.63,313.73989894,2120,10154.623204
2019-08-27 20:00:00+00:00,10151.01,10173.99,10128.64,10143.58,252.9293689,1947,10148.544685
2019-08-27 21:00:00+00:00,10143.59,10150.93,10105.02,10128.0,317.90637372,2238,10123.923553
2019-08-27 22:00:00+00:00,10128.0,10158.25,10105.07,10132.72,256.78972438,2217,10125.838411
2019-08-27 23:00:00+00:00,10131.67,10199.18,10124.0,10171.85,194.21977313,1919,10164.683555
2019-08-28 00:00:00+00:00,10171.95,10171.95,10120.01,10136.7,235.10208948,2012,10142.34648
2019-08-28 01:00:00+00:00,10136.7,10145.0,10092.0,10092.01,252.0228124,2110,10117.197938
2019-08-28 02:00:00+00:00,10092.01,10123.0,10072.51,10110.47,172.25292807,1895,10100.839214
2019-08-28 03:00:00+00:00,10110.43,10122.96,10060.0,10079.96,246.36932424,1826,10091.349449
2019-08-28 04:00:00+00:00,10079.96,10100.0,10070.0,10071.0,149.3917983,1342,10089.485475
2019-08-28 05:00:00+00:00,10071.0,10158.67,10032.51,10126.08,433.5702234,1742,10093.141326
2019-08-28 06:00:00+00:00,10124.76,10207.5,10112.0,10182.32,544.69222856,1257,10159.496498
2019-08-28 07:00:00+00:00,10182.51,10189.31,10136.23,10156.49,91.27831171,800,10160.356218
2019-08-28 08:00:00+00:00,10156.49,10159.17,10106.47,10115.94,192.53643878,752,10135.214757
2019-08-28 09:00:00+00:00,10115.94,10150.32,10091.14,10144.91,194.4290931,752,10121.568118
2019-08-28 10:00:00+00:00,10144.91,10144.91,10097.88,10124.06,113.04963548,730,10111.819564
2019-08-28 11:00:00+00:00,10124.14,10148.58,10100.18,10136.04,159.95254777,941,10121.322455
2019-08-28 12:00:00+00:00,10136.71,10196.82,10130.47,10154.32,321.90853383,1411,10168.951273
2019-08-28 13:00:00+00:00,10154.32,10277.0,10150.84,10170.55,662.79126145,2966,10222.03077
2019-08-28 14:00:00+00:00,10170.55,10236.24,10155.0,10207.01,410.78855218,1922,10183.837496
2019-08-28 15:00:00+00:00,10207.01,10252.0,10192.73,10232.39,408.15014089,2045,10225.949575
2019-08-28 16:00:00+00:00,10231.98,10246.99,10202.12,10222.97,273.28111891,2010,10228.655624
2019-08-28 17:00:00+00:00,10222.96,10269.99,10183.96,10198.01,521.83820191,2362,10235.171154
2019-08-28 18:00:00+00:00,10198.0,10198.01,9522.93,9709.93,6966.64121547,19733,9753.556777
2019-08-28 19:00:00+00:00,9709.93,9752.0,9610.36,9665.79,1353.44913804,7305,9685.552325
2019-08-28 20:00:00+00:00,9665.79,9704.44,9633.69,9668.84,758.2190134,4860,9676.300469
2019-08-28 21:00:00+00:00,9668.84,9739.43,9638.19,9724.63,558.07836783,4587,9686.141487
2019-08-28 22:00:00+00:00,9724.63,9732.93,9678.68,9732.93,592.16092835,3508,9706.539073
2019-08-28 23:00:00+00:00,9732.93,9749.4,9697.35,9714.31,412.87818872,3295,9728.183742
2019-08-29 00:00:00+00:00,9714.01,9717.03,9636.86,9688.92,445.76173709,3173,9678.060464
2019-08-29 01:00:00+00:00,9688.93,9700.0,9669.01,9686.43,263.77225378,2477,9687.447215
2019-08-29 02:00:00+00:00,9686.43,9697.29,9644.08,9673.69,365.1042586,2851,9678.139016
2019-08-29 03:00:00+00:00,9673.69,9673.7,9530.89,9578.54,1044.616173,4320,9588.748099
2019-08-29 04:00:00+00:00,9580.0,9624.18,9559.91,9609.7,424.23680964,2420,9593.53027
2019-08-29 05:00:00+00:00,9609.85,9628.75,9579.47,9589.51,258.2351476,1781,9595.692599
2019-08-29 06:00:00+00:00,9589.52,9589.52,9478.8,9535.01,548.57479607,2532,9528.91142
2019-08-29 07:00:00+00:00,9535.02,9548.86,9321.73,9394.42,981.76328953,3982,9396.472361
2019-08-29 08:00:00+00:00,9389.94,9446.22,9389.94,9408.63,414.78906239,1718,9419.808145
2019-08-29 09:00:00+00:00,9405.63,9485.18,9404.0,9476.3,211.89206904,1381,9448.309623
2019-08-29 10:00:00+00:00,9476.3,9476.3,9430.05,9448.4,222.01141346,1637,9447.870471
2019-08-29 11:00:00+00:00,9448.4,9484.99,9436.0,9451.58,227.5547978,2004,9461.073181
2019-08-29 12:00:00+00:00,9451.59,9479.21,9357.07,9454.53,608.80159848,3143,9417.778223
2019-08-29 13:00:00+00:00,9454.48,9486.0,9442.24,9455.46,399.08178975,2735,9458.299944
2019-08-29 14:00:00+00:00,9454.62,9454.63,9379.73,9402.85,552.67160835,3753,9427.930982
2019-08-29 15:00:00+00:00,9402.85,9572.99,9402.85,9503.0,1066.36754595,4553,9502.800295
2019-08-29 16:00:00+00:00,9503.0,9534.09,9470.0,9472.46,356.43160623,3082,9496.249965
2019-08-29 17:00:00+00:00,9477.02,9545.0,9472.34,9530.0,300.97310297,2850,9509.59455
2019-08-29 18:00:00+00:00,9530.01,9566.68,9487.71,9488.02,363.01822483,2526,9524.163408
2019-08-29 19:00:00+00:00,9488.01,9511.13,9435.67,9504.52,334.93105632,2765,9477.697146
2019-08-29 20:00:00+00:00,9502.97,9529.4,9486.0,9527.58,318.21359717,2641,9503.393016
2019-08-29 21:00:00+00:00,9527.01,9539.82,9477.96,9508.74,269.59550285,2648,9514.512646
2019-08-29 22:00:00+00:00,9508.74,9511.94,9480.0,9482.19,152.79157105,2617,9490.808471
2019-08-29 23:00:00+00:00,9482.19,9510.0,9445.01,9495.0,3662.83141188,5360,9481.325766
2019-08-30 00:00:00+00:00,9494.8,9531.99,9420.9,9441.2,677.62454154,3026,9472.848459
2019-08-30 01:00:00+00:00,9444.56,9455.78,9337.97,9453.22,676.3921619,3558,9398.567267
2019-08-30 02:00:00+00:00,9452.05,9471.96,9424.89,9429.62,204.51736779,2118,9448.483648
2019-08-30 03:00:00+00:00,9430.96,9476.0,9420.97,9465.02,210.96709565,1858,9449.42961
2019-08-30 04:00:00+00:00,9460.48,9490.0,9445.0,9486.0,138.4661422,1599,9465.812919
2019-08-30 05:00:00+00:00,9486.56,9506.71,9470.04,9502.59,126.75882685,1498,9489.670695
2019-08-30 06:00:00+00:00,9503.17,9537.0,9479.0,9479.01,412.13627509,1444,9495.671811
2019-08-30 07:00:00+00:00,9479.01,9510.76,9468.76,9470.53,701.93998126,1531,9488.935638
2019-08-30 08:00:00+00:00,9470.52,9568.11,9468.27,9521.84,257.94285926,1438,9521.116161
2019-08-30 09:00:00+00:00,9519.99,9579.0,9506.21,9570.87,246.27636972,1185,9554.004251
2019-08-30 10:00:00+00:00,9570.87,9632.96,9560.0,9566.29,237.43026834,1842,9591.013569
2019-08-30 11:00:00+00:00,9566.29,9593.59,9536.57,9574.31,182.42368728,1647,9571.686093
2019-08-30 12:00:00+00:00,9574.31,9604.27,9561.0,9585.09,305.97111102,2132,9577.920857
2019-08-30 13:00:00+00:00,9585.09,9621.65,9568.03,9605.01,281.73374132,2426,9590.46017
2019-08-30 14:00:00+00:00,9605.01,9605.01,9563.61,9583.06,352.04580599,2615,9582.753986
2019-08-30 15:00:00+00:00,9583.06,9615.55,9553.0,9589.67,578.8027846,2986,9586.193129
2019-08-30 16:00:00+00:00,9589.68,9605.22,9550.02,9574.89,292.09162553,2718,9578.493791
2019-08-30 17:00:00+00:00,9574.89,9582.18,9524.51,9536.32,232.36703301,2457,9554.965687
2019-08-30 18:00:00+00:00,9533.97,9554.78,9510.0,9510.0,274.20677332,2370,9530.458424
2019-08-30 19:00:00+00:00,9510.0,9587.49,9451.67,9566.15,567.70686363,2893,9522.584374
2019-08-30 20:00:00+00:00,9566.14,9699.0,9566.14,9625.01,937.65461551,3785,9640.310622
2019-08-30 21:00:00+00:00,9625.01,9626.99,9585.02,9590.54,234.77731888,2502,9607.301624
2019-08-30 22:00:00+00:00,9590.54,9609.99,9576.5,9600.61,251.74841149,2298,9597.947431
2019-08-30 23:00:00+00:00,9600.61,9633.31,9558.74,9582.42,318.41044098,2467,9583.997673
2019-08-31 00:00:00+00:00,9582.42,9612.15,9568.78,9592.13,106.45442032,1984,9587.764073
2019-08-31 01:00:00+00:00,9593.97,9649.01,9590.08,9624.01,198.50140458,2258,9626.630649
2019-08-31 02:00:00+00:00,9624.01,9652.59,9611.95,9624.77,122.74839004,1974,9631.533729
2019-08-31 03:00:00+00:00,9624.94,9639.07,9608.54,9616.28,101.18264874,1563,9620.689664
2019-08-31 04:00:00+00:00,9616.27,9625.09,9590.0,9612.48,106.71254808,1453,9604.922208
2019-08-31 05:00:00+00:00,9612.47,9626.73,9596.76,9617.93,58.51094652,1162,9611.278764
2019-08-31 06:00:00+00:00,9616.22,9617.44,9589.55,9589.55,65.42162442,960,9600.361864
2019-08-31 07:00:00+00:00,9593.89,9614.0,9587.51,9591.03,73.84501929,691,9599.544599
2019-08-31 08:00:00+00:00,9591.04,9592.56,9561.0,9567.52,87.98497065,684,9577.35185
2019-08-31 09:00:00+00:00,9567.79,9588.9,9533.02,9584.01,138.9671786,759,9553.951913
2019-08-31 10:00:00+00:00,9584.0,9598.91,9567.42,9583.5,60.72687052,570,9584.454297
2019-08-31 11:00:00+00:00,9583.5,9588.01,9550.99,9569.93,45.25816967,793,9568.058645
2019-08-31 12:00:00+00:00,9569.93,9607.4,9559.23,9603.19,48.60064104,823,9576.034216
2019-08-31 13:00:00+00:00,9603.11,9620.0,9588.38,9613.01,199.83849968,1610,9607.457129
2019-08-31 14:00:00+00:00,9613.01,9613.01,9569.0,9589.44,129.05781586,1816,9585.570177
2019-08-31 15:00:00+00:00,9591.63,9604.63,9576.01,9604.23,123.90913771,3030,9591.847865
2019-08-31 16:00:00+00:00,9604.23,9608.72,9571.78,9599.33,194.91326559,2097,9587.594439
2019-08-31 17:00:00+00:00,9599.33,9627.8,9584.14,9604.58,152.06132572,2045,9603.477957
2019-08-31 18:00:00+00:00,9604.59,9609.68,9567.0,9580.98,172.60681279,2082,9586.563069
2019-08-31 19:00:00+00:00,9580.97,9590.86,9559.16,9580.79,192.68601821,2033,9572.318552
2019-08-31 20:00:00+00:00,9580.53,9582.79,9436.2,9495.22,521.80511489,3131,9493.630806
2019-08-31 21:00:00+00:00,9495.22,9670.0,9470.27,9670.0,533.3878273,3081,9592.062569
2019-08-31 22:00:00+00:00,9670.0,9707.48,9615.49,9629.17,363.9675928,2638,9659.649625
2019-08-31 23:00:00+00:00,9629.17,9629.17,9594.76,9600.86,129.94058759,1785,9609.622635
2019-09-01 00:00:00+00:00,9600.86,9633.8,9592.41,9624.57,94.97735468,1580,9617.245139
2019-09-01 01:00:00+00:00,9624.57,9638.01,9620.87,9625.44,90.95507056,1431,9632.352485
2019-09-01 02:00:00+00:00,9625.44,9630.13,9612.93,9617.11,71.90351991,1288,9622.348407
2019-09-01 03:00:00+00:00,9618.6,9629.75,9618.6,9628.01,106.12800291,1187,9625.51135
2019-09-01 04:00:00+00:00,9628.01,9645.0,9627.14,9633.41,105.98868027,1307,9635.224179
2019-09-01 05:00:00+00:00,9633.4,9635.0,9616.92,9616.93,53.17622745,1190,9622.644212
2019-09-01 06:00:00+00:00,9617.15,9631.23,9611.68,9623.61,55.84828232,789,9618.36073
2019-09-01 07:00:00+00:00,9623.61,9635.97,9621.51,9626.21,46.98734147,2045,9628.461143
2019-09-01 08:00:00+00:00,9626.21,9629.89,9560.0,9606.0,195.1255063,1879,9600.264843
2019-09-01 09:00:00+00:00,9605.99,9623.1,9575.15,9607.12,75.1947634,484,9595.325537
2019-09-01 10:00:00+00:00,9605.63,9610.76,9585.0,9591.69,44.74759568,479,9596.53339
2019-09-01 11:00:00+00:00,9591.69,9609.08,9583.35,9588.76,67.27853444,705,9596.356733
2019-09-01 12:00:00+00:00,9588.72,9598.78,9575.6,9591.01,87.92086602,848,9587.425717
2019-09-01 13:00:00+00:00,9591.0,9596.32,9566.17,9587.61,106.25439643,1181,9580.929659
2019-09-01 14:00:00+00:00,9587.49,9598.78,9582.03,9595.0,85.98307371,1290,9588.994917
2019-09-01 15:00:00+00:00,9593.34,9684.05,9582.16,9625.76,271.87419008,1998,9631.080179
2019-09-01 16:00:00+00:00,9625.76,9628.93,9575.01,9588.56,214.32408702,1721,9588.338087
2019-09-01 17:00:00+00:00,9589.5,9639.21,9539.58,9605.92,214.74793034,2024,9591.009948
2019-09-01 18:00:00+00:00,9605.92,9633.87,9602.0,9615.14,155.64373202,1699,9616.730741
2019-09-01 19:00:00+00:00,9615.53,9642.0,9592.87,9630.1,150.64910674,1710,9616.165876
2019-09-01 20:00:00+00:00,9632.12,9643.2,9615.0,9640.0,131.10968231,1699,9629.857242
2019-09-01 21:00:00+00:00,9640.0,9800.0,9639.99,9706.91,681.20034869,3340,9718.856334
2019-09-01 22:00:00+00:00,9706.91,9840.0,9706.91,9799.54,579.76789098,3433,9780.280357
2019-09-01 23:00:00+00:00,9799.52,9818.0,9745.09,9766.52,343.48216834,2082,9768.900204
2019-09-02 00:00:00+00:00,9766.62,9791.98,9762.42,9781.44,265.25520463,1941,9777.498363
2019-09-02 01:00:00+00:00,9781.44,9785.0,9760.03,9763.8,94.45382234,1600,9772.415958
2019-09-02 02:00:00+00:00,9763.8,9804.89,9760.59,9790.0,263.81871915,1685,9776.459658
2019-09-02 03:00:00+00:00,9790.0,9800.25,9756.72,9768.37,175.15784275,1747,9787.491822
2019-09-02 04:00:00+00:00,9769.28,9795.33,9766.7,9795.0,102.71390556,1488,9781.080072
2019-09-02 05:00:00+00:00,9794.99,9804.2,9775.05,9777.6,108.67184584,1208,9788.762283
2019-09-02 06:00:00+00:00,9777.58,9779.72,9756.54,9760.01,128.60022975,1015,9768.77055
2019-09-02 07:00:00+00:00,9759.79,9774.0,9756.54,9773.33,58.36143847,790,9763.691524
2019-09-02 08:00:00+00:00,9773.33,9774.0,9759.25,9767.0,105.33548219,1513,9767.042706
